0.340426,0.312977,0.337514,0.320545,0.000000,0.334869,0.451281,0.000000,0.009649,0.000000,0.093675,0.022556,0.000000,0.004378,0.098997,0.062397,0.000000,0.000000,0.342277,0.105903,0.335289,0.250326,0.030161,0.487509,0.243243,0.400339,0.000000,0.334262,0.000000,0.367816,0.251253,0.490798,0.222222,0.000000,0.481038,0.489022,0.000000,0.000000
0.351064,0.294847,0.334094,0.321782,0.000000,0.323584,0.439550,0.000000,0.008772,0.000000,0.108731,0.022556,0.000000,0.003348,0.103358,0.035309,0.000000,0.000000,0.360219,0.108474,0.353012,0.260178,0.034673,0.505353,0.256757,0.417843,0.000000,0.351645,0.000000,0.356322,0.261012,0.521472,0.444444,0.009804,0.512974,0.520958,0.000000,0.000000
0.351064,0.294847,0.336374,0.324257,0.000000,0.335099,0.451520,0.000000,0.007895,0.000000,0.119152,0.022556,0.000000,0.003482,0.094636,0.034133,0.000000,0.000000,0.372957,0.108654,0.363330,0.267750,0.034506,0.518915,0.250000,0.422925,0.000000,0.361914,0.000000,0.367816,0.268557,0.515337,0.333333,0.000000,0.508982,0.516966,0.000000,0.000000
0.361702,0.237595,0.319270,0.320545,0.000000,0.344542,0.461336,0.000000,0.009649,0.000000,0.126810,0.015038,0.000000,0.006138,0.088530,0.046069,0.000000,0.000000,0.386957,0.111280,0.376901,0.277051,0.035258,0.463241,0.263514,0.377188,0.000000,0.375419,0.000000,0.402299,0.277902,0.533742,0.333333,0.009804,0.520958,0.528942,0.000000,0.000000
0.372340,0.249046,0.315849,0.319307,0.000000,0.385537,0.503950,0.000000,0.007895,0.000000,0.259320,0.015038,0.000000,0.003949,0.090711,0.036396,0.000000,0.000000,0.410442,0.117963,0.399353,0.292444,0.028992,0.501071,0.263514,0.404856,0.000000,0.397245,0.000000,0.379310,0.292723,0.533742,0.222222,0.000000,0.522954,0.530938,0.000000,0.000000
0.372340,0.322519,0.330673,0.325495,0.000000,0.424459,0.544410,0.000000,0.009649,0.000000,0.100124,0.022556,0.000000,0.004839,0.095508,0.039025,0.000000,0.000000,0.399600,0.119027,0.389754,0.287781,0.032668,0.503212,0.277027,0.420666,0.000000,0.388183,0.000000,0.402299,0.288586,0.546012,0.333333,0.009804,0.530938,0.538922,0.000000,0.000000
0.393617,0.263359,0.315849,0.321782,0.000000,0.428374,0.548480,0.000000,0.007895,0.000085,0.122031,0.030075,0.000000,0.003821,0.089839,0.040589,0.000000,0.000000,0.434882,0.132155,0.422025,0.313202,0.035425,0.518915,0.277027,0.433653,0.000000,0.420044,0.000000,0.390805,0.313677,0.558282,0.333333,0.000000,0.540918,0.550898,0.000000,0.000000
0.382979,0.296756,0.326112,0.326733,0.000000,0.433671,0.553986,0.000000,0.007895,0.000510,0.135475,0.037594,0.000000,0.002737,0.096380,0.051038,0.000000,0.000000,0.433737,0.128466,0.421506,0.310494,0.031916,0.486795,0.277027,0.391304,0.000000,0.419460,0.000000,0.413793,0.310927,0.558282,0.333333,0.009804,0.554890,0.562874,0.000000,0.000000
0.372340,0.287214,0.327252,0.327970,0.000000,0.431368,0.551592,0.000000,0.014035,0.000000,0.112531,0.075188,0.000000,0.004859,0.141300,0.049352,0.000000,0.000000,0.413951,0.119112,0.404143,0.297132,0.029326,0.501784,0.283784,0.416714,0.000000,0.402350,0.000000,0.425287,0.297858,0.564417,0.333333,0.000000,0.554890,0.562874,0.000000,0.000000
0.382979,0.307252,0.343216,0.335396,0.000000,0.428604,0.548719,0.000000,0.009649,0.000000,0.095057,0.045113,0.000000,0.003832,0.109464,0.036118,0.000000,0.000000,0.415323,0.124229,0.406119,0.300115,0.034422,0.515346,0.290541,0.426313,0.000000,0.404747,0.000000,0.413793,0.301266,0.595092,0.222222,0.009804,0.572854,0.580838,0.000000,0.000000
0.382979,0.344466,0.360319,0.344059,0.000000,0.429065,0.549198,0.000000,0.009649,0.000000,0.104730,0.030075,0.000000,0.003227,0.114697,0.040700,0.000000,0.000000,0.414635,0.132519,0.407636,0.304001,0.034339,0.485368,0.297297,0.405985,0.000000,0.406442,0.000000,0.436782,0.305330,0.613497,0.444444,0.000000,0.606786,0.614770,0.000000,0.000000
0.382979,0.313931,0.356899,0.345297,0.000000,0.429756,0.549916,0.000000,0.007018,0.000000,0.091344,0.015038,0.000000,0.003090,0.087222,0.034710,0.000000,0.000000,0.432199,0.121738,0.422325,0.310620,0.037597,0.556745,0.310811,0.462451,0.000000,0.421019,0.000000,0.425287,0.311974,0.631902,0.444444,0.019608,0.610778,0.618762,0.000000,0.000000
0.393617,0.279580,0.348917,0.344059,0.000000,0.431829,0.552071,0.000000,0.008772,0.000000,0.102168,0.022556,0.000000,0.003572,0.102486,0.037372,0.000000,0.000000,0.440011,0.135126,0.430986,0.319645,0.037263,0.526767,0.317568,0.437041,0.000000,0.429593,0.000000,0.471264,0.320954,0.631902,0.333333,0.000000,0.620758,0.628743,0.000000,0.000000
0.393617,0.317748,0.360319,0.350248,0.000000,0.395670,0.514245,0.000000,0.007018,0.000000,0.104356,0.015038,0.000000,0.002830,0.085041,0.102443,0.000000,0.000000,0.441215,0.139193,0.432942,0.323431,0.034172,0.483226,0.310811,0.392998,0.000000,0.431600,0.000000,0.471264,0.324678,0.638037,0.444444,0.009804,0.632735,0.640719,0.000000,0.000000
0.382979,0.319656,0.362600,0.353960,0.000000,0.359051,0.476179,0.000000,0.008772,0.000000,0.096842,0.022556,0.000000,0.003846,0.094200,0.036041,0.000000,0.000000,0.424547,0.132088,0.417974,0.312049,0.036595,0.522484,0.331081,0.444946,0.000000,0.417102,0.000000,0.482759,0.313823,0.656442,0.222222,0.000000,0.638723,0.646707,0.000000,0.000000
0.393617,0.310115,0.359179,0.353960,0.000000,0.338784,0.455111,0.000000,0.008772,0.000000,0.107609,0.015038,0.000000,0.003350,0.101177,0.076874,0.000000,0.000000,0.439602,0.138870,0.432064,0.322628,0.041858,0.529622,0.337838,0.449464,0.000000,0.431191,0.000000,0.494253,0.324556,0.668712,0.333333,0.009804,0.644711,0.652695,0.000000,0.000000
0.404255,0.265267,0.344356,0.350248,0.000000,0.320820,0.436438,0.000000,0.007895,0.000000,0.132971,0.022556,0.000000,0.003499,0.094200,0.046169,0.000000,0.000000,0.456638,0.146051,0.448749,0.335815,0.042861,0.545325,0.351351,0.452851,0.000000,0.447619,0.000000,0.505747,0.337430,0.674847,0.555556,0.009804,0.656687,0.664671,0.000000,0.000000
0.404255,0.307252,0.361460,0.357673,0.000000,0.326117,0.441944,0.000000,0.007895,0.000000,0.103262,0.022556,0.000000,0.002729,0.093328,0.037194,0.000000,0.000000,0.450985,0.146625,0.444178,0.333133,0.038767,0.534618,0.344595,0.436477,0.000000,0.443059,0.000000,0.517241,0.334729,0.674847,0.444444,0.009804,0.666667,0.674651,0.000000,0.000000
0.404255,0.289122,0.360319,0.360149,0.000000,0.321971,0.437635,0.000000,0.007018,0.000000,0.099865,0.015038,0.000000,0.003112,0.086350,0.048587,0.000000,0.000000,0.458234,0.143398,0.450485,0.335790,0.040104,0.552463,0.351351,0.459063,0.000000,0.449489,0.000000,0.517241,0.337600,0.693252,0.444444,0.000000,0.672655,0.680639,0.000000,0.000000
0.414894,0.293893,0.360319,0.361386,0.000000,0.318056,0.433565,0.000000,0.007895,0.000000,0.100700,0.015038,0.000000,0.003706,0.086786,0.035974,0.000000,0.000000,0.463289,0.142801,0.455594,0.338021,0.044615,0.547466,0.358108,0.456239,0.000000,0.454576,0.000000,0.517241,0.339888,0.705521,0.555556,0.009804,0.694611,0.702595,0.000000,0.000000
0.414894,0.313931,0.363740,0.363861,0.000000,0.318056,0.433565,0.000000,0.008772,0.000000,0.108386,0.022556,0.000000,0.003837,0.097253,0.045758,0.000000,0.000000,0.455508,0.142779,0.449068,0.335364,0.043529,0.498216,0.364865,0.413326,0.000000,0.448262,0.000000,0.540230,0.337479,0.711656,0.222222,0.000000,0.692615,0.700599,0.000000,0.000000
0.414894,0.320611,0.375143,0.371287,0.000000,0.316674,0.432128,0.000000,0.007895,0.000000,0.105306,0.022556,0.000000,0.003015,0.097253,0.039590,0.000000,0.000000,0.467437,0.153488,0.460524,0.341431,0.059571,0.571734,0.371622,0.478261,0.000000,0.459740,0.000000,0.517241,0.343685,0.723926,0.444444,0.019608,0.698603,0.706587,0.000000,0.000000
0.425532,0.396947,0.394527,0.379950,0.000000,0.318517,0.434044,0.000000,0.011404,0.000000,0.120937,0.052632,0.000000,0.003096,0.128216,0.045514,0.000000,0.000000,0.462895,0.155059,0.457031,0.340579,0.052552,0.482512,0.358108,0.396951,0.000000,0.456057,0.000000,0.563218,0.342492,0.699387,0.444444,0.000000,0.698603,0.708583,0.000000,0.000000
0.404255,0.417939,0.409350,0.387376,0.000000,0.318747,0.434283,0.000000,0.012281,0.000085,0.146011,0.060150,0.000000,0.004042,0.131705,0.057872,0.000000,0.000000,0.462465,0.140019,0.455355,0.332030,0.046286,0.461813,0.358108,0.376623,0.000000,0.454127,0.000000,0.540230,0.333853,0.699387,0.444444,0.009804,0.690619,0.698603,0.000000,0.000000
0.414894,0.361641,0.418472,0.394802,0.000000,0.318517,0.434044,0.000000,0.010526,0.000000,0.096784,0.037594,0.000000,0.003597,0.118622,0.036773,0.000000,0.000000,0.467370,0.144826,0.460144,0.337219,0.050380,0.498216,0.371622,0.409373,0.000000,0.459019,0.000000,0.540230,0.339158,0.711656,0.444444,0.000000,0.702595,0.710579,0.000000,0.000000
0.404255,0.320611,0.410490,0.394802,0.000000,0.320359,0.435719,0.000000,0.007018,0.000000,0.112762,0.022556,0.000000,0.003126,0.086350,0.041876,0.000000,0.000000,0.445694,0.139480,0.440985,0.326088,0.054307,0.494647,0.364865,0.403162,0.000000,0.440311,0.000000,0.540230,0.328377,0.711656,0.444444,0.019608,0.698603,0.706587,0.000000,0.000000
0.414894,0.291031,0.389966,0.389851,0.000000,0.351221,0.467800,0.000000,0.006140,0.000000,0.223854,0.022556,0.000000,0.002049,0.081989,0.038093,0.000000,0.000000,0.461689,0.147981,0.455933,0.337420,0.053221,0.543183,0.371622,0.453416,0.000000,0.454868,0.000000,0.551724,0.339328,0.717791,0.555556,0.000000,0.708583,0.716567,0.000000,0.000000
0.404255,0.292939,0.381984,0.388614,0.000000,0.382082,0.499880,0.000000,0.007018,0.000000,0.095144,0.015038,0.000000,0.002729,0.083297,0.034732,0.000000,0.000000,0.464633,0.137038,0.456991,0.335038,0.047289,0.505353,0.358108,0.415584,0.000000,0.455998,0.000000,0.540230,0.337114,0.723926,0.555556,0.019608,0.708583,0.714571,0.000000,0.000000
0.404255,0.292939,0.368301,0.383663,0.000000,0.381161,0.498923,0.000000,0.007018,0.000000,0.100469,0.022556,0.000000,0.002987,0.081553,0.042940,0.000000,0.000000,0.447053,0.138519,0.442103,0.328720,0.051049,0.548180,0.364865,0.443817,0.000000,0.441500,0.000000,0.528736,0.331054,0.723926,0.555556,0.009804,0.712575,0.720559,0.000000,0.000000
0.414894,0.236641,0.344356,0.376238,0.000000,0.400967,0.519512,0.000000,0.007895,0.000000,0.186142,0.015038,0.000000,0.003602,0.086786,0.036007,0.000000,0.000000,0.463841,0.141854,0.458129,0.340002,0.054056,0.490364,0.385135,0.406550,0.000000,0.457460,0.000000,0.563218,0.342370,0.748466,0.444444,0.009804,0.734531,0.742515,0.000000,0.000000
0.414894,0.262405,0.339795,0.373762,0.000000,0.420774,0.540101,0.000000,0.007018,0.000000,0.100843,0.022556,0.000000,0.003655,0.080244,0.042663,0.000000,0.000000,0.468904,0.138169,0.462440,0.340303,0.055393,0.522484,0.385135,0.437041,0.000000,0.461727,0.000000,0.574713,0.342760,0.748466,0.333333,0.000000,0.732535,0.738523,0.000000,0.000000
